"srcIp","srcPort","srcIp'","srcPort'","dstIp'","dstPort'","dstIp","dstPort","srcMac","dstMac","protocol","state"
"*","*","-","-","-","-","10.0.1.8","443","*","*","tcp","NEW"
"","","","","","","","80","","","",""
"10.0.0.0/8","*","-","-","-","-","10.0.0.0/8","*","*","*","*","NEW"
